sentence_id,speaker,flattery
AAPL_137550_35_6,157,0
AAPL_137550_35_7,157,0
AAPL_137550_37_2,157,0
AAPL_137550_39_3,157,0
AAPL_137550_39_4,157,1
AAPL_137550_39_5,157,0
AAPL_137550_39_6,157,0
AAPL_137550_42_1,157,0
AAPL_137550_47_1,157,0
AAPL_137550_47_3,157,0
AAPL_137550_47_5,157,0
AAPL_137550_6_1,148,1
AAPL_137550_6_2,148,0
AAPL_137550_6_3,148,0
AAPL_137550_6_4,148,0
AAPL_137550_6_5,148,0
AAPL_137550_6_6,148,0
AAPL_137550_6_7,148,0
AAPL_137550_6_8,148,0
AAPL_44412_15_1,26,1
AAPL_44412_15_2,26,0
AAPL_44412_45_1,221,0
AAPL_44412_45_2,221,0
AAPL_44412_45_3,221,0
AAPL_44412_47_2,221,0
AAPL_44412_59_1,149,0
AAPL_44412_61_1,149,0
AAPL_44412_63_1,149,0
AAPL_44412_63_2,149,0
AAPL_44412_69_3,219,0
AAPL_44412_69_4,219,0
AAPL_44412_6_2,148,0
AAPL_44412_6_3,148,1
AAPL_44412_6_4,148,0
AAPL_44412_73_2,162,0
AAPL_44412_73_3,162,0
AAPL_44412_73_4,162,0
AAPL_44412_75_1,162,0
AAPL_44412_75_2,162,0
AAPL_44412_82_1,58,0
AAPL_44412_82_2,58,0
AAPL_44412_82_3,58,0
AAPL_48912_13_1,26,0
AAPL_48912_13_2,26,0
AAPL_48912_13_3,26,0
AAPL_48912_13_4,26,0
AAPL_48912_20_1,229,0
AAPL_48912_20_2,229,0
AAPL_48912_22_2,229,0
AAPL_48912_22_3,229,0
AAPL_48912_32_10,242,0
AAPL_48912_32_3,242,0
AAPL_48912_32_4,242,0
AAPL_48912_32_5,242,0
AAPL_48912_32_6,242,0
AAPL_48912_32_7,242,0
AAPL_48912_32_8,242,0
AAPL_48912_32_9,242,0
AAPL_48912_47_1,85,0
AAPL_48912_47_2,85,0
AAPL_48912_49_1,85,0
AAPL_48912_54_2,85,0
AAPL_48912_58_1,221,0
AAPL_48912_58_2,221,1
AAPL_48912_58_3,221,0
AAPL_48912_60_2,221,0
AAPL_48912_60_3,221,0
AAPL_48912_60_4,221,0
AAPL_48912_66_2,162,0
AAPL_48912_66_3,162,0
AAPL_48912_8_2,148,0
AAPL_48912_8_3,148,0
AAPL_48912_8_4,148,0
AAPL_58616_12_1,26,0
AAPL_58616_12_2,26,0
AAPL_58616_12_3,26,0
AAPL_58616_14_2,26,0
AAPL_58616_14_3,26,0
AAPL_58616_20_2,19,0
AAPL_58616_20_3,19,0
AAPL_58616_20_4,19,0
AAPL_58616_20_5,19,0
AAPL_58616_20_6,19,0
AAPL_58616_20_7,19,0
AAPL_58616_22_2,19,0
AAPL_58616_22_3,19,0
AAPL_58616_22_4,19,0
AAPL_58616_22_5,19,0
AAPL_58616_22_6,19,0
AAPL_58616_22_7,19,1
AAPL_58616_26_2,23,0
AAPL_58616_26_3,23,0
AAPL_58616_26_4,23,1
AAPL_58616_26_5,23,0
AAPL_58616_26_6,23,0
AAPL_58616_26_7,23,0
AAPL_58616_26_8,23,0
AAPL_58616_39_2,85,0
AAPL_58616_39_3,85,0
AAPL_58616_39_4,85,0
AAPL_58616_39_5,85,0
AAPL_58616_43_1,221,0
AAPL_58616_43_2,221,0
AAPL_58616_43_3,221,0
AAPL_58616_45_2,221,0
AAPL_58616_45_3,221,0
AAPL_58616_50_2,229,0
AAPL_58616_50_3,229,0
AAPL_58616_50_4,229,0
AAPL_58616_57_3,162,0
AAPL_58616_57_4,162,0
AAPL_58616_57_5,162,0
AAPL_58616_59_2,162,0
AAPL_58616_59_3,162,0
AAPL_58616_59_4,162,0
AAPL_58616_59_5,162,0
AAPL_58616_59_6,162,0
AAPL_58616_65_1,58,0
AAPL_58616_65_2,58,0
AAPL_58616_8_1,148,1
AAPL_58616_8_2,148,0
AAPL_58616_8_3,148,0
AAPL_58616_8_4,148,0
AAPL_66092_17_1,26,0
AAPL_66092_17_2,26,0
AAPL_66092_24_1,242,0
AAPL_66092_24_2,242,0
AAPL_66092_24_3,242,0
AAPL_66092_24_4,242,0
AAPL_66092_24_5,242,1
AAPL_66092_24_6,242,0
AAPL_66092_24_7,242,0
AAPL_66092_24_8,242,0
AAPL_66092_26_2,242,1
AAPL_66092_31_2,229,0
AAPL_66092_31_3,229,0
AAPL_66092_33_1,229,0
AAPL_66092_33_2,229,0
AAPL_66092_33_3,229,0
AAPL_66092_33_4,229,1
AAPL_66092_33_5,229,0
AAPL_66092_33_6,229,0
AAPL_66092_37_2,221,1
AAPL_66092_37_3,221,0
AAPL_66092_37_4,221,0
AAPL_66092_37_5,221,0
AAPL_66092_37_6,221,0
AAPL_66092_37_7,221,0
AAPL_66092_39_1,221,0
AAPL_66092_39_2,221,0
AAPL_66092_44_1,85,1
AAPL_66092_44_2,85,0
AAPL_66092_44_3,85,0
AAPL_66092_44_4,85,1
AAPL_66092_44_5,85,0
AAPL_66092_7_2,148,1
AAPL_66092_7_3,148,0
AAPL_66092_7_4,148,0
AAPL_66092_7_5,148,0
AAPL_66092_9_2,148,1
AAPL_66092_9_3,148,0
AAPL_69396_12_1,26,0
AAPL_69396_12_2,26,0
AAPL_69396_14_1,26,0
AAPL_69396_14_2,26,1
AAPL_69396_14_3,26,0
AAPL_69396_14_4,26,0
AAPL_69396_22_1,242,0
AAPL_69396_22_2,242,0
AAPL_69396_22_3,242,0
AAPL_69396_22_4,242,0
AAPL_69396_22_5,242,0
AAPL_69396_22_6,242,0
AAPL_69396_22_7,242,0
AAPL_69396_26_1,229,0
AAPL_69396_26_2,229,0
AAPL_69396_28_1,229,1
AAPL_69396_28_2,229,0
AAPL_69396_28_3,229,0
AAPL_69396_28_4,229,0
AAPL_69396_34_2,155,0
AAPL_69396_34_3,155,0
AAPL_69396_34_4,155,0
AAPL_69396_34_5,155,0
AAPL_69396_34_6,155,0
AAPL_69396_34_7,155,0
AAPL_69396_38_1,23,0
AAPL_69396_38_2,23,0
AAPL_69396_38_3,23,1
AAPL_69396_38_4,23,0
AAPL_69396_38_5,23,0
AAPL_69396_38_6,23,0
AAPL_69396_40_1,23,0
AAPL_69396_40_2,23,0
AAPL_69396_44_1,24,0
AAPL_69396_44_2,24,0
AAPL_69396_44_3,24,0
AAPL_73493_15_1,26,0
AAPL_73493_15_2,26,0
AAPL_73493_15_3,26,0
AAPL_73493_17_1,26,1
AAPL_73493_25_1,148,0
AAPL_73493_27_1,148,1
AAPL_73493_33_1,242,0
AAPL_73493_33_2,242,0
AAPL_73493_33_3,242,0
AAPL_73493_38_2,229,0
AAPL_73493_38_3,229,0
AAPL_73493_38_4,229,0
AAPL_73493_40_2,229,0
AAPL_73493_45_1,23,0
AAPL_73493_45_2,23,0
AAPL_73493_45_3,23,0
AAPL_73493_45_4,23,0
AAPL_73493_47_3,23,0
AAPL_73493_47_4,23,0
AAPL_73493_47_5,23,0
AAPL_73493_47_6,23,0
AAPL_73493_52_1,85,0
AAPL_73493_52_2,85,0
AAPL_73493_52_3,85,0
AAPL_73493_60_1,149,0
AAPL_73493_60_2,149,0
AAPL_73493_60_3,149,0
AAPL_73493_60_4,149,0
AAPL_73493_64_2,149,0
AAPL_73493_64_3,149,0
AAPL_73493_64_4,149,0
AAPL_73493_66_2,149,0
AAPL_73493_6_1,221,0
AAPL_73493_6_2,221,0
AAPL_73493_6_3,221,1
AAPL_73493_6_4,221,0
AAPL_77847_11_1,229,0
AAPL_77847_11_2,229,0
AAPL_77847_11_3,229,0
AAPL_77847_11_4,229,0
AAPL_77847_13_2,229,0
AAPL_77847_17_1,148,1
AAPL_77847_17_2,148,0
AAPL_77847_23_1,25,1
AAPL_77847_23_2,25,0
AAPL_77847_23_3,25,0
AAPL_77847_25_1,25,0
AAPL_77847_25_2,25,0
AAPL_77847_35_1,242,0
AAPL_77847_35_2,242,0
AAPL_77847_35_3,242,0
AAPL_77847_35_4,242,0
AAPL_77847_35_5,242,0
AAPL_77847_38_1,85,0
AAPL_77847_38_2,85,0
AAPL_77847_38_3,85,0
AAPL_77847_38_4,85,0
AAPL_77847_38_5,85,0
AAPL_77847_38_6,85,0
AAPL_77847_42_1,208,0
AAPL_77847_42_2,208,0
AAPL_77847_42_3,208,0
AAPL_77847_42_4,208,0
AAPL_77847_42_5,208,0
AAPL_77847_52_1,14,0
AAPL_77847_52_2,14,0
AAPL_77847_60_1,26,0
AAPL_77847_60_2,26,0
AAPL_77847_60_3,26,0
AAPL_77847_60_4,26,0
AAPL_77847_62_1,26,0
AAPL_77847_62_2,26,0
AAPL_77847_62_3,26,0
AAPL_82491_11_1,148,0
AAPL_82491_11_2,148,0
AAPL_82491_11_3,148,0
AAPL_82491_13_1,148,0
AAPL_82491_18_1,85,0
AAPL_82491_18_2,85,0
AAPL_82491_18_3,85,0
AAPL_82491_21_1,85,0
AAPL_82491_21_2,85,0
AAPL_82491_21_3,85,0
AAPL_82491_24_1,242,0
AAPL_82491_24_2,242,0
AAPL_82491_24_3,242,0
AAPL_82491_24_4,242,0
AAPL_82491_24_5,242,0
AAPL_82491_26_1,242,0
AAPL_82491_26_2,242,0
AAPL_82491_28_1,242,0
AAPL_82491_33_1,221,0
AAPL_82491_33_2,221,0
AAPL_82491_33_3,221,0
AAPL_82491_41_1,155,0
AAPL_82491_41_2,155,0
AAPL_82491_46_1,149,0
AAPL_82491_46_2,149,0
AAPL_82491_46_3,149,0
AAPL_82491_46_4,149,0
AAPL_82491_46_5,149,0
AAPL_82491_48_1,149,0
AAPL_82491_48_2,149,0
AAPL_82491_48_3,149,0
AAPL_82491_8_1,27,0
AAPL_82491_8_2,27,0
AAPL_82491_8_3,27,0
AAPL_86181_36_1,108,0
AAPL_86181_36_2,108,1
AAPL_86181_36_3,108,0
AAPL_86181_36_4,108,0
AAPL_86181_36_5,108,0
AAPL_86181_36_6,108,0
AAPL_86181_41_2,229,0
AAPL_86181_41_3,229,0
AAPL_86181_41_4,229,0
AAPL_86181_41_5,229,0
AAPL_86181_41_6,229,0
AAPL_86181_41_7,229,0
AAPL_86181_43_1,229,0
AAPL_86181_43_2,229,0
AAPL_86181_43_3,229,0
AAPL_86181_43_4,229,0
AAPL_86181_6_1,148,0
AAPL_86181_6_2,148,0
AAPL_86181_6_3,148,0
AAPL_86181_6_4,148,0
AAPL_86181_6_5,148,0
AAPL_86181_8_1,148,0
AAPL_86181_8_2,148,0
AAPL_91150_14_1,85,1
AAPL_91150_14_2,85,0
AAPL_91150_14_3,85,0
AAPL_91150_14_4,85,0
AAPL_91150_14_5,85,0
AAPL_91150_17_1,85,0
AAPL_91150_22_1,242,0
AAPL_91150_22_2,242,0
AAPL_91150_22_3,242,0
AAPL_91150_22_4,242,0
AAPL_91150_22_5,242,0
AAPL_91150_22_6,242,0
AAPL_91150_22_7,242,0
AAPL_91150_22_8,242,0
AAPL_91150_22_9,242,0
AAPL_91150_29_1,221,0
AAPL_91150_29_2,221,0
AAPL_91150_29_3,221,0
AAPL_91150_29_4,221,0
AAPL_91150_29_5,221,0
AAPL_91150_29_6,221,0
AAPL_91150_29_7,221,0
AAPL_91150_31_1,221,0
AAPL_91150_31_3,221,0
AAPL_91150_35_2,229,0
AAPL_91150_35_3,229,0
AAPL_91150_35_4,229,0
AAPL_91150_35_5,229,0
AAPL_91150_35_6,229,0
AAPL_91150_35_7,229,0
AAPL_91150_40_2,224,0
AAPL_91150_40_3,224,0
AAPL_91150_48_1,14,0
AAPL_91150_48_2,14,0
AAPL_91150_48_3,14,0
AAPL_91150_48_4,14,0
AAPL_91150_48_5,14,0
AAPL_91150_48_6,14,0
AAPL_91150_50_2,14,0
AAPL_91150_50_3,14,0
AAPL_91150_52_1,14,0
AAPL_91150_58_1,208,0
AAPL_91150_58_2,208,0
AAPL_91150_58_3,208,0
AAPL_91150_60_1,208,0
AAPL_91150_60_2,208,0
AAPL_91150_60_3,208,0
AAPL_91150_62_2,208,0
AAPL_91150_6_1,148,0
AAPL_91150_6_2,148,0
AAPL_91150_6_3,148,0
AAPL_91150_8_2,148,0
AAPL_91150_8_3,148,0
AAPL_91150_8_4,148,0
AAPL_99318_12_1,85,0
AAPL_99318_12_2,85,0
AAPL_99318_12_3,85,0
AAPL_99318_12_4,85,0
AAPL_99318_12_5,85,0
AAPL_99318_12_6,85,0
AAPL_99318_20_1,148,0
AAPL_99318_20_2,148,0
AAPL_99318_20_3,148,0
AAPL_99318_20_4,148,0
AAPL_99318_20_5,148,0
AAPL_99318_20_6,148,0
AAPL_99318_24_1,1,0
AAPL_99318_24_10,1,0
AAPL_99318_24_2,1,0
AAPL_99318_24_3,1,0
AAPL_99318_24_4,1,0
AAPL_99318_24_5,1,0
AAPL_99318_24_6,1,0
AAPL_99318_24_7,1,0
AAPL_99318_24_8,1,0
AAPL_99318_24_9,1,0
AAPL_99318_26_2,1,0
AAPL_99318_26_3,1,0
AAPL_99318_26_4,1,0
AAPL_99318_26_5,1,0
AAPL_99318_26_6,1,0
AAPL_99318_26_7,1,0
AAPL_99318_26_8,1,0
AAPL_99318_31_1,221,0
AAPL_99318_31_2,221,0
AAPL_99318_31_3,221,0
AAPL_99318_31_4,221,0
AAPL_99318_31_5,221,0
AAPL_99318_31_6,221,0
AAPL_99318_38_2,229,0
AAPL_99318_38_3,229,0
AAPL_99318_38_4,229,0
AAPL_99318_38_5,229,0
AAPL_99318_38_6,229,0
AAPL_99318_38_7,229,0
AAPL_99318_40_2,229,0
AAPL_99318_40_3,229,0
AAPL_99318_40_4,229,0
AAPL_99318_40_5,229,0
AAPL_99318_40_6,229,0
AAPL_99318_45_1,208,0
AAPL_99318_45_2,208,0
AAPL_99318_45_3,208,0
AAPL_99318_45_4,208,0
AAPL_99318_45_5,208,0
AAPL_99318_45_6,208,0
AAPL_99318_45_7,208,0
ABBV_104146_15_1,112,0
ABBV_104146_15_10,112,0
ABBV_104146_15_11,112,0
ABBV_104146_15_12,112,0
ABBV_104146_15_2,112,0
ABBV_104146_15_3,112,1
ABBV_104146_15_4,112,0
ABBV_104146_15_5,112,0
ABBV_104146_15_6,112,0
ABBV_104146_15_7,112,0
ABBV_104146_15_8,112,0
ABBV_104146_15_9,112,0
ABBV_104146_20_10,57,0
ABBV_104146_20_2,57,0
ABBV_104146_20_3,57,0
ABBV_104146_20_4,57,0
ABBV_104146_20_5,57,0
ABBV_104146_20_6,57,0
ABBV_104146_20_7,57,1
ABBV_104146_20_8,57,0
ABBV_104146_20_9,57,0
ABBV_104146_24_2,161,0
ABBV_104146_24_3,161,0
ABBV_104146_31_2,17,1
ABBV_104146_31_3,17,0
ABBV_104146_31_4,17,0
ABBV_104146_31_5,17,0
ABBV_104146_48_1,73,0
ABBV_104146_48_2,73,0
ABBV_104146_48_3,73,0
ABBV_104146_48_4,73,0
ABBV_104146_48_5,73,0
ABBV_104146_48_6,73,0
ABBV_104146_48_7,73,0
ABBV_104146_48_8,73,0
ABBV_104146_48_9,73,0
ABBV_104146_7_10,123,0
ABBV_104146_7_11,123,0
ABBV_104146_7_2,123,0
ABBV_104146_7_3,123,1
ABBV_104146_7_4,123,1
ABBV_104146_7_5,123,0
ABBV_104146_7_6,123,0
ABBV_104146_7_7,123,0
ABBV_104146_7_8,123,0
ABBV_104146_7_9,123,0
ABBV_108271_12_10,123,0
ABBV_108271_12_11,123,0
ABBV_108271_12_12,123,0
ABBV_108271_12_13,123,0
ABBV_108271_12_2,123,0
ABBV_108271_12_3,123,0
ABBV_108271_12_4,123,0
ABBV_108271_12_5,123,0
ABBV_108271_12_6,123,0
ABBV_108271_12_7,123,0
ABBV_108271_12_8,123,0
ABBV_108271_12_9,123,0
ABBV_108271_17_10,57,0
ABBV_108271_17_2,57,0
ABBV_108271_17_3,57,0
ABBV_108271_17_4,57,0
ABBV_108271_17_5,57,0
ABBV_108271_17_6,57,0
ABBV_108271_17_7,57,0
ABBV_108271_17_8,57,0
ABBV_108271_17_9,57,0
ABBV_108271_22_10,17,0
ABBV_108271_22_11,17,0
ABBV_108271_22_12,17,0
ABBV_108271_22_2,17,0
ABBV_108271_22_3,17,0
ABBV_108271_22_4,17,0
ABBV_108271_22_5,17,0
ABBV_108271_22_6,17,0
ABBV_108271_22_7,17,0
ABBV_108271_22_8,17,0
ABBV_108271_22_9,17,0
ABBV_108271_29_10,248,0
ABBV_108271_29_11,248,1
ABBV_108271_29_12,248,0
ABBV_108271_29_2,248,0
ABBV_108271_29_3,248,0
